title,competation,time,country
Fnatic vs Athletico Esports,Pro League Season 8 Australia & New Zealand,"Wednesday, Sep 12 2018, 9:00 UTC",Australia & New Zealand
Fnatic vs Athletico Esports,Pro League Season 8 Australia & New Zealand,"Wednesday, Sep 12 2018, 9:00 UTC",Australia & New Zealand
SK Gaming vs Obey Alliance,Pro League Season 8 North America,"Wednesday, Sep 12 2018, 1:00 UTC",North America
Spacestation Gaming vs NobleGG,Pro League Season 8 North America,"Wednesday, Sep 12 2018, 3:00 UTC",North America
Black Dragons vs Ninjas In Pyjamas,Pro League Season 8 Latin America,"Wednesday, Sep 12 2018, 22:00 UTC",Latin America
NORA-Rengo vs eiNs,Pro League Season 8 Japan,"Wednesday, Sep 12 2018, 12:00 UTC",Japan
Team oNe Esports vs Pain Gaming,Pro League Season 8 Latin America,"Wednesday, Sep 12 2018, 23:00 UTC",Latin America
FaZe Clan vs Immortals,Pro League Season 8 Latin America,"Thursday, Sep 13 2018, 1:00 UTC",Latin America
Fnatic vs Viewsonic Darksided,Pro League Season 8 Australia & New Zealand,"Thursday, Sep 13 2018, 10:00 UTC",Australia & New Zealand
NORA-Rengo vs eiNs,Pro League Season 8 Japan,"Wednesday, Sep 12 2018, 12:00 UTC",Japan
CYCLOPS athlete gaming vs NORA-Rengo,Pro League Season 8 Japan,"Thursday, Sep 13 2018, 0:00 UTC",Japan
Fnatic vs Athletico Esports,Pro League Season 8 Australia & New Zealand,"Thursday, Sep 13 2018, 13:00 UTC",Australia & New Zealand
PENTA Sports vs Supremacy,Pro League Season 8 Europe,"Thursday, Sep 13 2018, 18:00 UTC",Europe
Chaos vs Mock-it-Esports,Pro League Season 8 Europe,"Thursday, Sep 13 2018, 17:00 UTC",Europe
Team Secret vs Millenium,Pro League Season 8 Europe,"Thursday, Sep 13 2018, 19:00 UTC",Europe
Team Vitality vs G2 Esports,Pro League Season 8 Europe,"Thursday, Sep 13 2018, 20:00 UTC",Europe
Team Liquid vs BootKamp Gaming,Pro League Season 8 Latin America,"Friday, Sep 14 2018, 0:00 UTC",Latin America
DiversityGG vs MnM Gaming,Benelux League Season 2,"Wednesday, Sep 26 2018, 17:00 UTC",Europe
Trust Gaming vs OG Squad,Benelux League Season 2,"Wednesday, Sep 26 2018, 19:00 UTC",Europe
Cryptick Gaming vs Flash Point,Benelux League Season 2,"Wednesday, Sep 26 2018, 19:00 UTC",Europe
Team oNe Esports vs BootKamp Gaming,Pro League Season 8 Latin America,"Wednesday, Sep 26 2018, 21:00 UTC",Latin America
NORA-Rengo vs Sengoku,Pro League Season 8 Japan,"Wednesday, Sep 26 2018, 12:00 UTC",Japan
Demise vs Auxilium,Benelux League Season 2,"Wednesday, Sep 26 2018, 17:00 UTC",Europe
Team Liquid vs Pain Gaming,Pro League Season 8 Latin America,"Wednesday, Sep 26 2018, 23:00 UTC",Latin America
Black Dragons vs Immortals,Pro League Season 8 Latin America,"Wednesday, Sep 26 2018, 22:00 UTC",Latin America
FaZe Clan vs Ninjas In Pyjamas,Pro League Season 8 Latin America,"Thursday, Sep 27 2018, 0:00 UTC",Latin America
PENTA Sports vs Mock-it-Esports,Pro League Season 8 Europe,"Thursday, Sep 27 2018, 17:00 UTC",Europe
Team Secret vs G2 Esports,Pro League Season 8 Europe,"Thursday, Sep 27 2018, 19:00 UTC",Europe
Chaos vs Supremacy,Pro League Season 8 Europe,"Thursday, Sep 27 2018, 20:00 UTC",Europe
Cloud9 vs Obey Alliance,United States Nationals 2018,"Saturday, Sep 29 2018, 1:00 UTC",North America
Rogue vs Nomads,United States Nationals 2018,"Saturday, Sep 29 2018, 3:00 UTC",North America
FaZe Clan vs Team Liquid,Brasileirão 2019,"Sunday, Sep 30 2018, 21:00 UTC","LAN,"
Team Vitality vs Millenium,Pro League Season 8 Europe,"Thursday, Sep 27 2018, 18:00 UTC",Europe
Ninjas In Pyjamas vs Immortals,Brasileirão 2019,"Sunday, Sep 30 2018, 23:00 UTC","LAN,"
NobleGG vs Obey Alliance,Pro League Season 8 North America,"Tuesday, Oct 2 2018, 0:00 UTC",North America
Rogue vs Cloud9,Pro League Season 8 North America,"Tuesday, Oct 2 2018, 3:00 UTC",North America
Trust Gaming vs MnM Gaming,Benelux League Season 2,"Wednesday, Oct 3 2018, 17:00 UTC",Europe
Spacestation Gaming vs SK Gaming,Pro League Season 8 North America,"Tuesday, Oct 2 2018, 1:00 UTC",North America
Evil Geniuses vs Mousesports,Pro League Season 8 North America,"Tuesday, Oct 2 2018, 2:00 UTC",North America
Evil Geniuses vs Cloud9,Pro League Season 8 North America,"Tuesday, Oct 9 2018, 3:00 UTC",North America
Trust Gaming vs Auxilium,Benelux League Season 2,"Wednesday, Oct 10 2018, 15:00 UTC",Europe
Flash Point vs MnM Gaming,Benelux League Season 2,"Wednesday, Oct 10 2018, 19:00 UTC",Europe
DiversityGG vs Cryptick Gaming,Benelux League Season 2,"Wednesday, Oct 10 2018, 15:00 UTC",Europe
Demise vs OG Squad,Benelux League Season 2,"Wednesday, Oct 10 2018, 19:00 UTC",Europe
BootKamp Gaming vs Ninjas In Pyjamas,Pro League Season 8 Latin America,"Wednesday, Oct 10 2018, 21:00 UTC",Latin America
Team oNe Esports vs FaZe Clan,Pro League Season 8 Latin America,"Wednesday, Oct 10 2018, 23:00 UTC",Latin America
Pain Gaming vs Immortals,Pro League Season 8 Latin America,"Thursday, Oct 11 2018, 0:00 UTC",Latin America
G2 Esports vs Mock-it-Esports,Pro League Season 8 Europe,"Thursday, Oct 11 2018, 17:00 UTC",Europe
Team Liquid vs Black Dragons,Pro League Season 8 Latin America,"Wednesday, Oct 10 2018, 22:00 UTC",Latin America
Team Vitality vs Chaos,Pro League Season 8 Europe,"Thursday, Oct 11 2018, 18:00 UTC",Europe
Millenium vs Supremacy,Pro League Season 8 Europe,"Thursday, Oct 11 2018, 20:00 UTC",Europe
Team Secret vs PENTA Sports,Pro League Season 8 Europe,"Thursday, Oct 11 2018, 19:00 UTC",Europe
Athletico Esports vs Aerowolf,Pro League Season 8 Asia-Pacific Finals,"Saturday, Oct 13 2018, 3:00 UTC","LAN,"
NORA-Rengo vs New Life,Pro League Season 8 Asia-Pacific Finals,"Saturday, Oct 13 2018, 1:00 UTC","LAN,"
Sengoku vs Fnatic,Pro League Season 8 Asia-Pacific Finals,"Saturday, Oct 13 2018, 9:45 UTC","LAN,"
Xavier Esports vs Mantis FPS,Pro League Season 8 Asia-Pacific Finals,"Saturday, Oct 13 2018, 6:30 UTC","LAN,"
NORA-Rengo vs Aerowolf,Pro League Season 8 Asia-Pacific Finals,"Sunday, Oct 14 2018, 1:00 UTC","LAN,"
NORA-Rengo vs Fnatic,Pro League Season 8 Asia-Pacific Finals,"Sunday, Oct 14 2018, 7:30 UTC","LAN,"
Xavier Esports vs Fnatic,Pro League Season 8 Asia-Pacific Finals,"Sunday, Oct 14 2018, 4:00 UTC","LAN,"
Vicious Gaming vs HypeR Esports,United States Nationals 2018,"Monday, Oct 15 2018, 3:00 UTC",North America
FaZe Clan vs Immortals,Brasileirão 2019,"Sunday, Oct 14 2018, 21:00 UTC","LAN,"
Elephant Gang vs MembersOnly,United States Nationals 2018,"Monday, Oct 15 2018, 1:00 UTC",North America
Obey Alliance vs Elephant Gang,United States Nationals 2018,"Saturday, Oct 20 2018, 1:00 UTC",North America
BootKamp Gaming vs Ninjas In Pyjamas,Brasileirão 2019,"Sunday, Oct 14 2018, 23:00 UTC","LAN,"
Evil Geniuses vs Obey Alliance,Pro League Season 8 North America,"Tuesday, Oct 23 2018, 0:00 UTC",North America
Team Liquid vs Team oNe Esports,Brasileirão 2019,"Sunday, Oct 21 2018, 23:00 UTC","LAN,"
Pain Gaming vs Red Devils e-Sports,Brasileirão 2019,"Sunday, Oct 21 2018, 21:00 UTC","LAN,"
Mousesports vs Vicious Gaming,United States Nationals 2018,"Saturday, Oct 20 2018, 3:00 UTC",North America
Spacestation Gaming vs Cloud9,Pro League Season 8 North America,"Tuesday, Oct 23 2018, 2:00 UTC",North America
Rogue vs SK Gaming,Pro League Season 8 North America,"Tuesday, Oct 23 2018, 1:00 UTC",North America
Demise vs DiversityGG,Benelux League Season 2,"Wednesday, Oct 24 2018, 17:00 UTC",Europe
Trust Gaming vs Flash Point,Benelux League Season 2,"Wednesday, Oct 24 2018, 17:00 UTC",Europe
Auxilium vs MnM Gaming,Benelux League Season 2,"Wednesday, Oct 24 2018, 19:00 UTC",Europe
NobleGG vs Mousesports,Pro League Season 8 North America,"Tuesday, Oct 23 2018, 3:00 UTC",North America
OG Squad vs Cryptick Gaming,Benelux League Season 2,"Wednesday, Oct 24 2018, 19:00 UTC",Europe
FaZe Clan vs Black Dragons,Pro League Season 8 Latin America,"Wednesday, Oct 24 2018, 22:00 UTC",Latin America
Ninjas In Pyjamas vs Immortals,Pro League Season 8 Latin America,"Thursday, Oct 25 2018, 0:00 UTC",Latin America
BootKamp Gaming vs Pain Gaming,Pro League Season 8 Latin America,"Wednesday, Oct 24 2018, 21:00 UTC",Latin America
G2 Esports vs Supremacy,Pro League Season 8 Europe,"Thursday, Oct 25 2018, 19:00 UTC",Europe
Team oNe Esports vs Team Liquid,Pro League Season 8 Latin America,"Wednesday, Oct 24 2018, 23:00 UTC",Latin America
Team Secret vs Chaos,Pro League Season 8 Europe,"Thursday, Oct 25 2018, 20:00 UTC",Europe
Evil Geniuses vs Digital Dynasty eSports,United States Nationals 2018,"Saturday, Oct 27 2018, 1:00 UTC",North America
Mousesports vs Strength,United States Nationals 2018,"Saturday, Oct 27 2018, 3:00 UTC",North America
Millenium vs Mock-it-Esports,Pro League Season 8 Europe,"Thursday, Oct 25 2018, 18:00 UTC",Europe
FaZe Clan vs BootKamp Gaming,Brasileirão 2019,"Sunday, Oct 28 2018, 21:00 UTC","LAN,"
Team Vitality vs PENTA Sports,Pro League Season 8 Europe,"Thursday, Oct 25 2018, 17:00 UTC",Europe
Rogue vs NORA-Rengo,Pro League Season 8 Finals,"Saturday, Nov 17 2018, 15:30 UTC","LAN,"
FaZe Clan vs Mock-it-Esports,Pro League Season 8 Finals,"Saturday, Nov 17 2018, 13:00 UTC","LAN,"
Evil Geniuses vs Fnatic,Pro League Season 8 Finals,"Saturday, Nov 17 2018, 18:00 UTC","LAN,"
G2 Esports vs Immortals,Pro League Season 8 Finals,"Saturday, Nov 17 2018, 20:30 UTC","LAN,"
Trust Gaming vs Flash Point,Benelux League Season 2 Finals,"Saturday, Nov 24 2018, 13:00 UTC","LAN,"
Demise vs Guidance Gaming,Benelux League Season 2 Finals,"Saturday, Nov 24 2018, 16:00 UTC","LAN,"
Fnatic vs G2 Esports,Pro League Season 8 Finals,"Sunday, Nov 18 2018, 17:30 UTC","LAN,"
FaZe Clan vs G2 Esports,Pro League Season 8 Finals,"Sunday, Nov 18 2018, 21:00 UTC","LAN,"
FaZe Clan vs NORA-Rengo,Pro League Season 8 Finals,"Sunday, Nov 18 2018, 15:00 UTC","LAN,"
Chaos vs ENCE eSports,DreamHack Winter 2018,"Friday, Nov 30 2018, 14:25 UTC","LAN,"
Trust Gaming vs Demise,Benelux League Season 2 Finals,"Saturday, Nov 24 2018, 18:00 UTC","LAN,"
Team Empire vs MnM Gaming,DreamHack Winter 2018,"Friday, Nov 30 2018, 12:00 UTC","LAN,"
Spacestation Gaming vs Minigolfgutta,DreamHack Winter 2018,"Friday, Nov 30 2018, 18:50 UTC","LAN,"
Team Liquid vs Trust Gaming,DreamHack Winter 2018,"Friday, Nov 30 2018, 18:50 UTC","LAN,"
PENTA Sports vs NYYRIKKI Esports,DreamHack Winter 2018,"Friday, Nov 30 2018, 12:00 UTC","LAN,"
Chaos vs Trust Gaming,DreamHack Winter 2018,"Saturday, Dec 1 2018, 9:00 UTC","LAN,"
Spacestation Gaming vs LeStream Esport,DreamHack Winter 2018,"Saturday, Dec 1 2018, 9:00 UTC","LAN,"
LeStream Esport vs PACT,DreamHack Winter 2018,"Friday, Nov 30 2018, 14:25 UTC","LAN,"
Mock-it-Esports vs ÄPÖL,DreamHack Winter 2018,"Friday, Nov 30 2018, 18:50 UTC","LAN,"
G2 Esports vs PENTA Sports,DreamHack Winter 2018,"Saturday, Dec 1 2018, 9:00 UTC","LAN,"
Team Empire vs Mock-it-Esports,DreamHack Winter 2018,"Saturday, Dec 1 2018, 9:00 UTC","LAN,"
Minigolfgutta vs PACT,DreamHack Winter 2018,"Saturday, Dec 1 2018, 12:45 UTC","LAN,"
Team Vitality vs Epsilon eSports,CCS Season 4 Europe,"Monday, Dec 10 2018, 18:00 UTC",Europe
Team Liquid vs ENCE eSports,DreamHack Winter 2018,"Saturday, Dec 1 2018, 12:45 UTC","LAN,"
Immortals vs Black Dragons,Brasileirão 2019,"Sunday, Dec 9 2018, 20:00 UTC","LAN,"
Team Liquid vs INTZ e-Sports,Brasileirão 2019,"Sunday, Dec 9 2018, 22:00 UTC","LAN,"
Team Instinct vs Team Empire,CCS Season 4 Europe,"Monday, Dec 10 2018, 20:00 UTC",Europe
MnM Gaming vs ÄPÖL,DreamHack Winter 2018,"Saturday, Dec 1 2018, 12:45 UTC","LAN,"
FaZe Clan vs Ninjas In Pyjamas,Pro League Season 9 Latin America,"Wednesday, Dec 12 2018, 20:00 UTC",Latin America
Supremacy vs Unnamed,CCS Season 4 Europe,"Wednesday, Dec 12 2018, 18:00 UTC",Europe
DeathroW vs La Rascasse,CCS Season 4 Europe,"Wednesday, Dec 12 2018, 20:00 UTC",Europe
INTZ e-Sports vs Pain Gaming,Pro League Season 9 Latin America,"Wednesday, Dec 12 2018, 22:00 UTC",Latin America
Black Dragons vs Red Devils e-Sports,Pro League Season 9 Latin America,"Wednesday, Dec 12 2018, 21:00 UTC",Latin America
Evil Geniuses vs ex-Noble esports,United States Nationals 2018 Finals,"Saturday, Dec 15 2018, 18:30 UTC","LAN,"
Immortals vs Team Liquid,Pro League Season 9 Latin America,"Wednesday, Dec 12 2018, 23:00 UTC",Latin America
Rogue vs Team SiNister,United States Nationals 2018 Finals,"Saturday, Dec 15 2018, 23:30 UTC","LAN,"
Mock-it-Esports vs MnM Gaming,DreamHack Winter 2018,"Saturday, Dec 1 2018, 16:00 UTC","LAN,"
FaZe Clan vs Ninjas In Pyjamas,Brasileirão 2019,"Sunday, Dec 16 2018, 20:00 UTC","LAN,"
Evil Geniuses vs Cloud9,United States Nationals 2018 Finals,"Sunday, Dec 16 2018, 19:30 UTC","LAN,"
Spacestation Gaming vs Rise Nation,United States Nationals 2018 Finals,"Sunday, Dec 16 2018, 2:00 UTC","LAN,"
Team Liquid vs Pain Gaming,Brasileirão 2019,"Sunday, Dec 16 2018, 22:00 UTC","LAN,"
Evil Geniuses vs Rogue,United States Nationals 2018 Finals,"Monday, Dec 17 2018, 1:00 UTC","LAN,"
Rogue vs Spacestation Gaming,United States Nationals 2018 Finals,"Sunday, Dec 16 2018, 22:00 UTC","LAN,"
Team Empire vs Dizlown,CCS Season 4 Europe,"Monday, Dec 17 2018, 18:00 UTC",Europe
Supremacy vs La Rascasse,CCS Season 4 Europe,"Wednesday, Dec 19 2018, 18:00 UTC",Europe
ENCE eSports vs LeStream Esport,Pro League Season 9 Europe,"Thursday, Jan 10 2019, 19:00 UTC",Europe
Cloud9 vs Elephant Gang,United States Nationals 2018 Finals,"Saturday, Dec 15 2018, 21:00 UTC","LAN,"
PENTA Sports vs Team Empire,Pro League Season 9 Europe,"Thursday, Jan 10 2019, 21:00 UTC",Europe
Team Secret vs Chaos,Pro League Season 9 Europe,"Thursday, Jan 10 2019, 20:00 UTC",Europe
Mock-it-Esports vs Chaos,Pro League Season 9 Europe,"Friday, Jan 11 2019, 20:00 UTC",Europe
ENCE eSports vs Team Empire,Pro League Season 9 Europe,"Friday, Jan 11 2019, 21:00 UTC",Europe
Mantis FPS vs 0RGL3SS,Six Invitational 2019 Asia-Pacific Qualifiers,"Saturday, Jan 12 2019, 2:30 UTC","LAN,"
Aerowolf vs FAV Gaming,Six Invitational 2019 Asia-Pacific Qualifiers,"Friday, Jan 11 2019, 23:00 UTC","LAN,"
LeStream Esport vs PENTA Sports,Pro League Season 9 Europe,"Friday, Jan 11 2019, 18:00 UTC",Europe
FAV Gaming vs Mantis FPS,Six Invitational 2019 Asia-Pacific Qualifiers,"Saturday, Jan 12 2019, 6:30 UTC","LAN,"
FaZe Clan vs Pain Gaming,Brasileirão 2019,"Sunday, Jan 13 2019, 20:00 UTC","LAN,"
Spacestation Gaming vs Team Reciprocity,Pro League Season 9 North America,"Monday, Jan 14 2019, 2:00 UTC",North America
G2 Esports vs Team Secret,Pro League Season 9 Europe,"Friday, Jan 11 2019, 19:00 UTC",Europe
Ninjas In Pyjamas vs Black Dragons,Brasileirão 2019,"Sunday, Jan 13 2019, 22:00 UTC","LAN,"
Evil Geniuses vs Excelerate Gaming,Pro League Season 9 North America,"Monday, Jan 14 2019, 3:00 UTC",North America
Team Liquid vs Sinisters Esports,Six Invitational 2019 Latin America Qualifiers,"Monday, Jan 14 2019, 0:00 UTC",Latin America
Rise Nation vs OrgLess,Pro League Season 9 North America,"Monday, Jan 14 2019, 4:00 UTC",North America
DarkZero Esports vs Rogue,Pro League Season 9 North America,"Monday, Jan 14 2019, 1:00 UTC",North America
oui oui vs PACT,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 18:00 UTC",Europe
Trust Gaming vs Supremacy,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 19:00 UTC",Europe
Team Empire vs CLICK,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 18:00 UTC",Europe
Team Vitality vs forZe,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 19:00 UTC",Europe
ENCE eSports vs XTreme Video,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 19:00 UTC",Europe
FaZe Clan vs Team Liquid,Pro League Season 9 Latin America,"Tuesday, Jan 15 2019, 21:00 UTC",Latin America
Black Dragons vs Pain Gaming,Pro League Season 9 Latin America,"Tuesday, Jan 15 2019, 20:00 UTC",Latin America
Team Secret vs Trust Gaming,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 9:30 UTC",Europe
Team Vitality vs CLICK,Six Invitational 2019 Europe Qualifiers,"Tuesday, Jan 15 2019, 22:15 UTC",Europe
Immortals vs Ninjas In Pyjamas,Pro League Season 9 Latin America,"Tuesday, Jan 15 2019, 22:00 UTC",Latin America
Oddity Esports vs Gentlemen in Underwear,Pro League Season 9 Australia & New Zealand,"Wednesday, Jan 16 2019, 8:00 UTC",Australia & New Zealand
Passionfruit vs OrgLess,Six Invitational 2019 North America Qualifiers,"Wednesday, Jan 16 2019, 0:00 UTC",North America
Oddity Esports vs Gentlemen in Underwear,Pro League Season 9 Australia & New Zealand,"Wednesday, Jan 16 2019, 9:00 UTC",Australia & New Zealand
Fnatic vs Lowkey Cardinal,Pro League Season 9 Australia & New Zealand,"Wednesday, Jan 16 2019, 10:00 UTC",Australia & New Zealand
INTZ e-Sports vs Red Devils e-Sports,Pro League Season 9 Latin America,"Tuesday, Jan 15 2019, 23:00 UTC",Latin America
MBT Impetus vs Aerowolf,Pro League Season 9 South-East Asia,"Wednesday, Jan 16 2019, 11:00 UTC",South-East Asia
Spacestation Gaming vs 92 Dream Team,Six Invitational 2019 North America Qualifiers,"Wednesday, Jan 16 2019, 0:00 UTC",North America
MBT Impetus vs Aerowolf,Pro League Season 9 South-East Asia,"Wednesday, Jan 16 2019, 12:00 UTC",South-East Asia
Generic Void eSports vs Xavier Esports,Pro League Season 9 South-East Asia,"Wednesday, Jan 16 2019, 13:00 UTC",South-East Asia
Fnatic vs Lowkey Cardinal,Pro League Season 9 Australia & New Zealand,"Wednesday, Jan 16 2019, 11:00 UTC",Australia & New Zealand
Generic Void eSports vs Xavier Esports,Pro League Season 9 South-East Asia,"Wednesday, Jan 16 2019, 14:00 UTC",South-East Asia
Sengoku vs SCARZ,Pro League Season 9 Japan,"Wednesday, Jan 16 2019, 12:00 UTC",Japan
Sengoku vs SCARZ,Pro League Season 9 Japan,"Wednesday, Jan 16 2019, 13:00 UTC",Japan
CYCLOPS athlete gaming vs Rsk Ninja Gaming,Pro League Season 9 Japan,"Wednesday, Jan 16 2019, 15:00 UTC",Japan
Taichou vs Excelerate Gaming,Six Invitational 2019 North America Qualifiers,"Wednesday, Jan 16 2019, 16:00 UTC",North America
Team DAD1 vs Ferox E-Sports,Pro League Season 9 South-East Asia,"Thursday, Jan 17 2019, 14:00 UTC",South-East Asia
CYCLOPS athlete gaming vs Rsk Ninja Gaming,Pro League Season 9 Japan,"Wednesday, Jan 16 2019, 14:00 UTC",Japan
ENCE eSports vs Chaos,Pro League Season 9 Europe,"Thursday, Jan 17 2019, 18:00 UTC",Europe
NORA-Rengo vs Father's Back,Pro League Season 9 Japan,"Thursday, Jan 17 2019, 15:00 UTC",Japan
Disrupt Gaming vs DarkZero Esports,Six Invitational 2019 North America Qualifiers,"Wednesday, Jan 16 2019, 16:00 UTC",North America
Spacestation Gaming vs OrgLess,Six Invitational 2019 North America Qualifiers,"Wednesday, Jan 16 2019, 16:00 UTC",North America
NORA-Rengo vs Father's Back,Pro League Season 9 Japan,"Thursday, Jan 17 2019, 14:00 UTC",Japan
Team Secret vs Team Empire,Pro League Season 9 Europe,"Thursday, Jan 17 2019, 19:00 UTC",Europe
INTZ e-Sports vs Guidance Gaming,Six Invitational 2019 Latin America Qualifiers,"Thursday, Jan 17 2019, 21:00 UTC",Latin America
G2 Esports vs PENTA Sports,Pro League Season 9 Europe,"Thursday, Jan 17 2019, 20:00 UTC",Europe
DarkZero Esports vs 92 Dream Team,Six Invitational 2019 North America Qualifiers,"Thursday, Jan 17 2019, 18:15 UTC",North America
Mock-it-Esports vs LeStream Esport,Pro League Season 9 Europe,"Thursday, Jan 17 2019, 21:00 UTC",Europe
Viewsonic Darksided vs Gentlemen in Underwear,Pro League Season 9 Australia & New Zealand,"Friday, Jan 18 2019, 9:00 UTC",Australia & New Zealand
Excelerate Gaming vs OrgLess,Six Invitational 2019 North America Qualifiers,"Friday, Jan 18 2019, 3:00 UTC",North America
0RGL3SS vs Avant Gaming,Pro League Season 9 Australia & New Zealand,"Friday, Jan 18 2019, 10:00 UTC",Australia & New Zealand
Xavier Esports vs MBT Impetus,Pro League Season 9 South-East Asia,"Friday, Jan 18 2019, 11:00 UTC",South-East Asia
0RGL3SS vs Avant Gaming,Pro League Season 9 Australia & New Zealand,"Friday, Jan 18 2019, 11:00 UTC",Australia & New Zealand
NORA-Rengo vs SCARZ,Pro League Season 9 Japan,"Friday, Jan 18 2019, 12:00 UTC",Japan
Viewsonic Darksided vs Gentlemen in Underwear,Pro League Season 9 Australia & New Zealand,"Friday, Jan 18 2019, 8:00 UTC",Australia & New Zealand
INTZ e-Sports vs Black Dragons,Six Invitational 2019 Latin America Qualifiers,"Friday, Jan 18 2019, 0:00 UTC",Latin America
Aerowolf vs INTelligent YesTag,Pro League Season 9 South-East Asia,"Friday, Jan 18 2019, 13:00 UTC",South-East Asia
Xavier Esports vs MBT Impetus,Pro League Season 9 South-East Asia,"Friday, Jan 18 2019, 12:00 UTC",South-East Asia
Aerowolf vs INTelligent YesTag,Pro League Season 9 South-East Asia,"Friday, Jan 18 2019, 14:00 UTC",South-East Asia
NORA-Rengo vs SCARZ,Pro League Season 9 Japan,"Friday, Jan 18 2019, 13:00 UTC",Japan
Sengoku vs ReV,Pro League Season 9 Japan,"Friday, Jan 18 2019, 15:00 UTC",Japan
Evil Geniuses vs DarkZero Esports,Pro League Season 9 North America,"Wednesday, Jan 23 2019, 2:00 UTC",North America
